fnum.dat : Freq / number of photon packets/ fpoint 
5.719488 4344   793 
5.765464 4282   794 
5.811810 4221   795 
5.858528 4159   796 
5.905622 4097   797 
5.953094 4033   798 
6.000948 3969   799 
6.049187 3905   800 
6.097813 3840   801 
6.146831 3775   802 
6.196242 3709   803 
6.246050 3644   804 
6.296259 3578   805 
6.346872 3512   806 
6.397891 3445   807 
6.449321 3379   808 
6.501164 3312   809 
6.553423 3245   810 
6.606103 3179   811 
6.659206 3113   812 
6.712736 3046   813 
6.766697 2980   814 
6.821091 2914   815 
6.875922 2847   816 
6.931194 2783   817 
6.986911 2717   818 
7.043075 2652   819 
7.099691 2587   820 
7.156762 2523   821 
7.214291 2460   822 
7.272283 2397   823 
7.330742 2334   824 
7.389670 2272   825 
7.449072 2210   826 
7.508951 2150   827 
7.569312 2089   828 
7.630158 2031   829 
7.691493 1971   830 
7.753321 1914   831 
7.815646 1856   832 
7.878472 1800   833 
7.941803 1745   834 
8.005644 1689   835 
8.069997 1636   836 
8.134868 1584   837 
8.200260 1531   838 
8.266178 1480   839 
8.332625 1430   840 
8.399607 1381   841 
8.467127 1333   842 
8.535190 1285   843 
8.603801 1239   844 
8.672962 1194   845 
8.742680 1150   846 
8.812958 1107   847 
8.883801 1065   848 
8.955214 1023   849 
9.027200 984   850 
9.099765 944   851 
9.172914 906   852 
9.246650 870   853 
9.320979 833   854 
9.395906 798   855 
9.471435 764   856 
9.547571 732   857 
9.624320 699   858 
9.701685 668   859 
9.779672 638   860 
9.858286 610   861 
9.937532 581   862 
10.017414 554   863 
10.097939 527   864 
10.179112 503   865 
10.260937 478   866 
10.343419 454   867 
10.426565 432   868 
10.510379 410   869 
10.594867 389   870 
10.680033 369   871 
10.765885 350   872 
10.852427 331   873 
10.939664 313   874 
11.027602 296   875 
11.116248 280   876 
11.205606 265   877 
11.295682 249   878 
11.386482 235   879 
11.478013 222   880 
11.570279 209   881 
11.663287 196   882 
11.757042 184   883 
11.851551 174   884 
11.946820 163   885 
12.042854 152   886 
12.139661 143   887 
12.237246 134   888 
12.335615 126   889 
12.434775 117   890 
12.534732 110   891 
12.635492 102   892 
12.737063 95   893 
12.839449 89   894 
12.942659 83   895 
13.046699 77   896 
13.151575 72   897 
13.257294 66   898 
13.363863 62   899 
13.471288 57   900 
13.579577 53   901 
13.688737 50   902 
13.798774 45   903 
13.909695 42   904 
14.021508 39   905 
14.134220 36   906 
14.247838 33   907 
14.362370 30   908 
14.477822 28   909 
14.594202 26   910 
14.711517 23   911 
14.829776 22   912 
14.948985 20   913 
15.069152 18   914 
15.190286 16   915 
15.312393 16   916 
15.435482 13   917 
15.559560 13   918 
15.684636 12   919 
15.810717 10   920 
15.937811 10   921 
16.065927 8   922 
16.195073 8   923 
16.325257 7   924 
16.456488 7   925 
16.588774 5   926 
16.722123 6   927 
16.856543 5   928 
16.992045 4   929 
17.128635 4   930 
17.266324 3   931 
17.405119 3   932 
17.545031 3   933 
17.686066 3   934 
17.828236 2   935 
17.971548 2   936 
18.116013 2   937 
18.261638 1   938 
18.408435 2   939 
18.556411 1   940 
18.705577 1   941 
18.855941 1   942 
19.007515 1   943 
19.160307 1   944 
19.314327 1   945 
19.469586 0   946 
19.626092 1   947 
19.783856 0   948 
19.942889 1   949 
20.103200 0   950 
20.264800 0   951 
20.427698 1   952 
20.591906 0   953 
20.757435 0   954 
20.924293 0   955 
21.092493 0   956 
21.262045 1   957 
21.432960 0   958 
21.605249 0   959 
21.778923 0   960 
21.953993 0   961 
22.130470 0   962 
22.308366 0   963 
22.487692 0   964 
22.668460 0   965 
22.850680 0   966 
23.034365 0   967 
23.219527 0   968 
23.406178 0   969 
23.594328 0   970 
23.783991 0   971 
23.975179 0   972 
24.167904 0   973 
24.362177 0   974 
24.558013 0   975 
24.755423 0   976 
24.954419 0   977 
25.155015 0   978 
25.357224 0   979 
25.561058 0   980 
25.766531 0   981 
25.973655 0   982 
26.182445 0   983 
26.392912 0   984 
26.605072 0   985 
26.818937 0   986 
27.034521 0   987 
27.251838 0   988 
27.470902 0   989 
27.691727 0   990 
27.914327 0   991 
28.138717 0   992 
28.364910 0   993 
28.592921 1   994 
28.822766 0   995 
29.054457 0   996 
29.288012 0   997 
29.523444 0   998 
29.760768 0   999 
